Id,Status,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zipcode
24044,Proposed,UTILITY,Staten_Island,927208,134487,40.5356277,-74.2052135,10309
23972,Proposed,UTILITY,Staten_Island,943835.88,138735.7,40.5473809,-74.1454188,10308
23971,Proposed,UTILITY,Bronx,1008489,261635,40.8847684,-73.9123402,10463
23970,Proposed,UTILITY,Bronx,1042544,250236,40.8533225,-73.7892807,10464
23968,Proposed,UTILITY,Bronx,1021910,255780,40.8686512,-73.8638365,10467
23967,Proposed,UTILITY,Queens,1021652.23,218573.17,40.7665301,-73.8649759,11369
23966,Proposed,UTILITY,Queens,1002288,218781,40.7671613,-73.9348812,11106
23965,Proposed,UTILITY,Queens,1052338,158267,40.600821,-73.7548083,11691
23964,Proposed,UTILITY,Queens,1052694,158694,40.6019903,-73.753522,11691
23963,Proposed,UTILITY,Brooklyn,1008622,178459,40.6564718,-73.9121609,11212
23962,Proposed,UTILITY,Brooklyn,1009591,177482,40.6537875,-73.9086722,11236
23961,Proposed,UTILITY,Queens,1017782,218670,40.7668114,-73.8789471,11369
23960,Proposed,UTILITY,Brooklyn,1002554.08,176083.92,40.6499674,-73.9340367,11203
23959,Proposed,UTILITY,Brooklyn,1016693,187343,40.6808305,-73.8830295,11208
23958,Proposed,UTILITY,Brooklyn,1007693,179097,40.6582255,-73.9155069,11212
23957,Proposed,UTILITY,Brooklyn,1009245,178079,40.6554271,-73.9099169,11212
23956,Proposed,UTILITY,Queens,1019103,209402,40.741368,-73.8742262,11373
23955,Proposed,UTILITY,Queens,1021153,208470,40.7388016,-73.8668335,11373
23954,Proposed,UTILITY,Queens,1012503,192368,40.6946374,-73.8981151,11385
23953,Proposed,UTILITY,Queens,1039802,184318,40.6724127,-73.7997371,11436
23952,Proposed,UTILITY,Queens,1050984,158143,40.600491,-73.7596854,11691
23951,Proposed,UTILITY,Queens,1053647,157688,40.5992217,-73.7501005,11691
23950,Proposed,UTILITY,Brooklyn,1001383,150047,40.5785038,-73.9383231,11235
23949,Proposed,UTILITY,Brooklyn,1013031,179838,40.6602437,-73.8962645,11207
23948,Proposed,UTILITY,Brooklyn,999964,172539,40.6402423,-73.943379,11203
23947,Proposed,UTILITY,Brooklyn,981708.31,162192.41,40.6118567,-74.0091544,11228
23946,Proposed,UTILITY,Brooklyn,995755.35,158093.87,40.6005999,-73.9585683,11229
23945,Proposed,UTILITY,Queens,1048494,159718,40.6048324,-73.7686371,11691
23944,Proposed,UTILITY,Bronx,1043128,248210,40.8477578,-73.7871874,10464
23943,Proposed,UTILITY,Queens,1054163,156660,40.596396,-73.748253,11691
23942,Proposed,UTILITY,Queens,1052940,157196,40.5978767,-73.7526514,11691
23941,Proposed,UTILITY,Brooklyn,1018708,190130,40.6884726,-73.8757503,11208
23940,Proposed,UTILITY,Brooklyn,1019320,188962,40.6852643,-73.8735496,11208
23939,Proposed,UTILITY,Brooklyn,1015519,186763,40.6792428,-73.8872649,11207
23938,Proposed,UTILITY,Brooklyn,1015075,186418,40.6782974,-73.8888673,11207
23937,Proposed,UTILITY,Brooklyn,1002970,180696,40.6626257,-73.932525,11203
23936,Proposed,UTILITY,Brooklyn,1014354,183465,40.6701946,-73.8914799,11207
23935,Proposed,UTILITY,Brooklyn,1003356,179727,40.6599652,-73.9311365,11203
23934,Proposed,UTILITY,Brooklyn,1005302,178524,40.6566588,-73.9241263,11212
23933,Proposed,UTILITY,Brooklyn,1003620,175641,40.6487494,-73.9301967,11203
23932,Proposed,UTILITY,Brooklyn,1008853,170270.68,40.633996,-73.9113582,11236
23931,Proposed,UTILITY,Brooklyn,985125,157105,40.5978931,-73.9968492,11214
23930,Proposed,UTILITY,Brooklyn,1001826,150881,40.5807921,-73.9367261,11235
23929,Proposed,UTILITY,Brooklyn,1001145,150035,40.5784713,-73.9391799,11235
23928,Proposed,UTILITY,Bronx,1043413,247599,40.8460789,-73.7861627,10464
23927,Proposed,UTILITY,Queens,1032612,216970,40.7620767,-73.8254221,11354
23926,Proposed,UTILITY,Queens,1048779,183990,40.6714516,-73.7673786,11434
23925,Approved,UTILITY,Queens,1042562,215860,40.75897,-73.7895142,11358
23924,Approved,UTILITY,Bronx,1023327,266607,40.8983617,-73.85865,10466
23923,Approved,UTILITY,Bronx,1029743,246880,40.8441865,-73.835576,10461
23922,Proposed,UTILITY,Bronx,1013510,249668,40.8519074,-73.8942342,10457
23921,Proposed,UTILITY,Bronx,1006166,236226,40.8150343,-73.9208244,10451
23920,Approved,UTILITY,Bronx,1017800,258355,40.8757353,-73.8786837,10467
23919,Approved,UTILITY,Bronx,1023477,263982,40.8911563,-73.8581228,10466
23918,Approved,UTILITY,Brooklyn,1001842.93,175966,40.6496452,-73.9365998,11203
23917,Approved,UTILITY,Staten_Island,961610.3,173771,40.6436089,-74.08158,10301
23916,Approved,UTILITY,Bronx,1023307,247234,40.8451889,-73.8588353,10462
23915,Approved,UTILITY,Staten_Island,949507,156141,40.5951791,-74.1251023,10314
23913,Proposed,UTILITY,Queens,1030617,186576,40.6786633,-73.832833,11417
23877,Approved,UTILITY,Staten_Island,929118,153186,40.5869648,-74.1984945,10314
23876,Approved,UTILITY,Staten_Island,958369,166645,40.6240407,-74.0932324,10301
23875,Approved,UTILITY,Staten_Island,940063,135740,40.5391403,-74.1589748,10312
23874,Installed,UTILITY,Queens,998038,213644,40.7530692,-73.9502346,11101
23873,Proposed,UTILITY,Bronx,1015956,237381,40.8181747,-73.8854507,10474
23856,Approved,UTILITY,Staten_Island,950017.51,158264.78,40.6010104,-74.1232748,10314
23855,Proposed,UTILITY,Bronx,1014062,247748,40.8466358,-73.8922474,10457
23854,Approved,UTILITY,Staten_Island,945688,172350,40.6396536,-74.1389463,10302
23853,Approved,UTILITY,Bronx,1016632,240054,40.8255089,-73.8829956,10472
23835,Proposed,UTILITY,Queens,1052295,178774,40.6571085,-73.7547564,11413
23834,Proposed,UTILITY,Queens,1040733,191833,40.6930338,-73.7963179,11433
23833,Approved,UTILITY,Bronx,1009826,240438,40.8265852,-73.9075859,10456
23813,Approved,UTILITY,Bronx,1010189,252574,40.8598939,-73.9062273,10468
23794,Approved,UTILITY,Staten_Island,941066.68,134527.04,40.5358159,-74.1553561,10312
23793,Approved,UTILITY,Queens,1050842,179074,40.657943,-73.7599903,11413
23775,Approved,UTILITY,Queens,1048329,208040,40.7374662,-73.7687719,11364
23774,Approved,UTILITY,Queens,1033270,217640,40.763912,-73.823042,11354
23773,Approved,UTILITY,Bronx,1009274,239586,40.8242483,-73.9095836,10451
23756,Approved,UTILITY,Staten_Island,944355,140636,40.5525992,-74.1435621,10308
23755,Approved,UTILITY,Staten_Island,959337,169802,40.6327088,-74.089757,10301
23754,Approved,UTILITY,Staten_Island,956127.76,154148.79,40.5897343,-74.1012541,10304
23753,Approved,UTILITY,Queens,1038590,213968,40.7538022,-73.8038669,11358
23735,Approved,UTILITY,Staten_Island,934065,130927,40.5258977,-74.1805185,10312
23734,Approved,UTILITY,Queens,1040620,218559,40.7663906,-73.7965015,11358
23733,Approved,UTILITY,Queens,1056146,216305,40.7600914,-73.7404762,11362
23717,Approved,UTILITY,Queens,1041649,197288,40.7080005,-73.7929682,11432
23716,Approved,UTILITY,Staten_Island,925733,132267,40.5295247,-74.2105007,10309
23715,Approved,UTILITY,Queens,1039536,189428,40.6864402,-73.8006541,11435
23714,Approved,UTILITY,Queens,1035759,225784,40.786251,-73.8139945,11357
23713,Approved,UTILITY,Queens,1055145,186154,40.6773426,-73.7444071,11413
23694,Approved,UTILITY,Brooklyn,1002975,178435,40.6564197,-73.9325133,11203
23693,Approved,UTILITY,Queens,1054270,210895,40.7452574,-73.7473043,11364
23679,Approved,UTILITY,Queens,1054829,195811,40.7038512,-73.7454452,11429
23678,Approved,UTILITY,Queens,1045628,222551,40.7773142,-73.7783859,11360
23677,Approved,UTILITY,Queens,1048783,219864,40.7699167,-73.7670202,11361
23676,Approved,UTILITY,Bronx,1022216,254486,40.8650982,-73.8627375,10467
23675,Approved,UTILITY,Bronx,1026928,257686,40.8738597,-73.8456813,10469
23674,Approved,UTILITY,Bronx,1022428,237301,40.8179296,-73.8620688,10473
23673,Approved,UTILITY,Queens,1043485,217705,40.7640279,-73.7861662,11361
23663,Installed,UTILITY,Staten_Island,965361,164658,40.6186044,-74.0680392,10304
23662,Approved,UTILITY,Staten_Island,961060,175071,40.6471757,-74.0835674,10301
23658,Proposed,UTILITY,Staten_Island,924012,131952,40.5286485,-74.2166887,10309
23657,Approved,UTILITY,Queens,1040705,209808,40.7423709,-73.7962681,11365
23656,Proposed,UTILITY,Queens,1044478,211837,40.7479151,-73.7826342,11365
23619,Approved,UTILITY,Queens,1034818,213703,40.7530973,-73.8174834,11355
23618,Proposed,UTILITY,Bronx,1009469,238854,40.8222386,-73.9088818,10456
23617,Proposed,UTILITY,Queens,1038889,212638,40.7501499,-73.8027986,11358
23616,Approved,UTILITY,Queens,1033730,157057,40.5976233,-73.8218262,11693
23615,Proposed,UTILITY,Queens,996549,210851,40.7454053,-73.955614,11101
23614,Proposed,UTILITY,Queens,1033610,220950,40.7729952,-73.8217903,11354
23613,Proposed,UTILITY,Bronx,1008632,242922,40.8334065,-73.9118912,10456
23601,Proposed,UTILITY,Queens,1025885,178739,40.657176,-73.8499417,11414
23600,Proposed,UTILITY,Queens,1025435,178117,40.6554709,-73.8515673,11414
23599,Proposed,UTILITY,Queens,1025096,178499,40.656521,-73.8527868,11414
23598,Proposed,UTILITY,Queens,1027840,227813,40.7918626,-73.8425778,11356
23597,Proposed,UTILITY,Queens,1028383,228020,40.7924281,-73.8406154,11356
23596,Approved,UTILITY,Queens,1028585,228361,40.793363,-73.8398836,11356
23595,Approved,UTILITY,Queens,1026697,227432,40.7908224,-73.846708,11356
23594,Proposed,UTILITY,Queens,1027309,228120,40.7927078,-73.8444935,11356
23593,Approved,UTILITY,Queens,1027752,228568,40.7939353,-73.8428907,11356
23592,Proposed,UTILITY,Queens,1026949,226909,40.7893857,-73.8458013,11356
23591,Proposed,UTILITY,Queens,1026036,227390,40.7907103,-73.8490954,11356
23590,Proposed,UTILITY,Queens,1026059,225611,40.7858273,-73.8490234,11356
23589,Proposed,UTILITY,Queens,1042440,212523,40.7498116,-73.7899834,11358
23588,Proposed,UTILITY,Queens,1041844,212027,40.7484541,-73.7921387,11365
23587,Approved,UTILITY,Queens,1041153,211668,40.7474732,-73.7946356,11365
23586,Proposed,UTILITY,Queens,1044125,212210,40.7489412,-73.7839048,11365
23585,Proposed,UTILITY,Queens,1044247,212900,40.7508343,-73.7834584,11365
23584,Approved,UTILITY,Queens,1039527,211370,40.7466656,-73.8005063,11365
23583,Approved,UTILITY,Queens,1037372,212633,40.7501454,-73.8082737,11355
23582,Proposed,UTILITY,Queens,1032036,229251,40.7957878,-73.827414,11357
23581,Proposed,UTILITY,Queens,1038129,228441,40.7935296,-73.8054148,11357
23580,Proposed,UTILITY,Queens,1039018,229220,40.7956622,-73.8021978,11357
23579,Proposed,UTILITY,Queens,1038431,228069,40.7925067,-73.8043271,11357
23578,Proposed,UTILITY,Queens,1037686,228327,40.7932193,-73.8070156,11357
23577,Approved,UTILITY,Queens,1034111,230339,40.7987626,-73.8199118,11357
23576,Proposed,UTILITY,Queens,1034035,229706,40.7970256,-73.820191,11357
23575,Approved,UTILITY,Queens,1033616,228678,40.7942064,-73.8217118,11357
23574,Approved,UTILITY,Queens,1032674,229210,40.7956718,-73.8251101,11357
23573,Proposed,UTILITY,Queens,1034682,228390,40.7934099,-73.8178641,11357
23572,Proposed,UTILITY,Queens,1032792,228140,40.7927343,-73.8246916,11357
23571,Approved,UTILITY,Queens,1039088,190334,40.6889297,-73.8022621,11435
23570,Approved,UTILITY,Queens,1040268,222720,40.7778137,-73.7977375,11357
23569,Approved,UTILITY,Queens,1034531,162143,40.6115788,-73.818904,11693
23568,Proposed,UTILITY,Queens,1034253,158894,40.6026625,-73.8199294,11693
23567,Proposed,UTILITY,Queens,1033768,158041,40.6003239,-73.8216822,11693
23566,Approved,UTILITY,Queens,1052637,214112,40.7541,-73.7531649,11364
23565,Approved,UTILITY,Staten_Island,945228,146282,40.5681003,-74.1404532,10306
23564,Proposed,UTILITY,Queens,1026403,199054,40.7129335,-73.8479477,11375
23563,Proposed,UTILITY,Queens,1027226,175966,40.6495584,-73.8451262,11414
23562,Proposed,UTILITY,Queens,1027041,176935,40.652219,-73.8457868,11414
23561,Proposed,UTILITY,Queens,1026654,177851,40.654735,-73.8471757,11414
23560,Approved,UTILITY,Queens,1029064,227381,40.7906708,-73.8381603,11356
23559,Proposed,UTILITY,Queens,1028286,227282,40.790403,-73.8409705,11356
23558,Proposed,UTILITY,Queens,1027545,226987,40.7895969,-73.8436484,11356
23557,Proposed,UTILITY,Queens,1027271,227510,40.7910337,-73.8446346,11356
23556,Proposed,UTILITY,Queens,1026151,228155,40.7928095,-73.8486753,11356
23555,Proposed,UTILITY,Queens,1025549,227815,40.7918791,-73.8508515,11356
23554,Proposed,UTILITY,Queens,1025242,226815,40.7891358,-73.8519663,11356
23553,Proposed,UTILITY,Queens,1025875,226783,40.789045,-73.8496806,11356
23552,Proposed,UTILITY,Queens,1026347,226460,40.7881562,-73.8479781,11356
23551,Proposed,UTILITY,Queens,1025624,226278,40.7876601,-73.8505901,11356
23550,Proposed,UTILITY,Queens,1025446,225484,40.7854816,-73.8512378,11356
23549,Proposed,UTILITY,Queens,1025929,224991,40.7841262,-73.8494967,11356
23548,Proposed,UTILITY,Queens,1038199,212705,40.750338,-73.8052883,11358
23547,Approved,UTILITY,Queens,1043275,211873,40.748022,-73.7869755,11365
23546,Proposed,UTILITY,Queens,1044254,213662,40.7529257,-73.7834263,11358
23545,Approved,UTILITY,Queens,1043418,213525,40.7525553,-73.7864449,11358
23544,Proposed,UTILITY,Queens,1042471,211172,40.7461032,-73.7898833,11365
23543,Proposed,UTILITY,Queens,1043232,212889,40.7508109,-73.7871218,11358
23542,Approved,UTILITY,Queens,1038990,211598,40.7472947,-73.8024425,11365
23541,Approved,UTILITY,Queens,1037905,212735,40.7504222,-73.8063492,11358
23540,Approved,UTILITY,Queens,1036739,213346,40.7521062,-73.8105527,11355
23539,Proposed,UTILITY,Queens,1038725,228954,40.7949339,-73.8032582,11357
23538,Proposed,UTILITY,Queens,1037939,229136,40.7954383,-73.8060955,11357
23537,Proposed,UTILITY,Queens,1034514,228952,40.7949534,-73.8184666,11357
23536,Proposed,UTILITY,Queens,1033668,229296,40.7959024,-73.8215195,11357
23535,Approved,UTILITY,Queens,1033224,229837,40.7973897,-73.8231191,11357
23534,Proposed,UTILITY,Queens,1032170,228763,40.7944477,-73.8269335,11357
23533,Proposed,UTILITY,Queens,1035053,160928,40.6082409,-73.8170331,11693
23532,Proposed,UTILITY,Queens,1034150,160351,40.6066623,-73.8202895,11693
23531,Approved,UTILITY,Queens,1025946,198402,40.7111461,-73.8496002,11375
23503,Approved,UTILITY,Staten_Island,951655,148635,40.5745848,-74.1173316,10306
23500,Approved,UTILITY,Staten_Island,923984,138809,40.5474695,-74.2168505,10309
23495,Approved,UTILITY,Queens,1049606,214057,40.753972,-73.7641055,11364
23493,Approved,UTILITY,Queens,1044930,212831,40.7506402,-73.7809939,11365
23487,Approved,UTILITY,Bronx,1014865,239079,40.8228391,-73.8893846,10459
23486,Approved,UTILITY,Staten_Island,919094,135284,40.5377595,-74.2344118,10309
23478,Approved,UTILITY,Staten_Island,945940,162712,40.6132004,-74.1379836,10314
23465,Approved,UTILITY,Bronx,1008755,263428,40.8896889,-73.9113717,10471
23454,Proposed,UTILITY,Bronx,1028405,247059,40.8446846,-73.8404107,10461
23453,Proposed,UTILITY,Bronx,1025653,249210,40.8506018,-73.8503439,10461
23452,Proposed,UTILITY,Bronx,1010642,261800,40.8852151,-73.9045533,10463
23451,Proposed,UTILITY,Bronx,1025078,240155,40.8257511,-73.8524774,10473
23450,Proposed,UTILITY,Bronx,1031593,244670,40.838111,-73.8289052,10461
23449,Proposed,UTILITY,Queens,1037707,228483,40.7936474,-73.8069385,11357
23448,Proposed,UTILITY,Brooklyn,1005862,160493,40.6071662,-73.9221657,11234
23447,Proposed,UTILITY,Bronx,1026762,254683,40.8656182,-73.8463006,10469
23446,Proposed,UTILITY,Brooklyn,1011596,176538,40.6511904,-73.9014501,11236
23408,Approved,UTILITY,Bronx,1025366,236600,40.8159923,-73.8514586,10473
23407,Approved,UTILITY,Bronx,1015365,237677,40.8189893,-73.8875846,10474
23384,Approved,UTILITY,Staten_Island,937060,137628,40.5443071,-74.1697921,10312
23237,Installed,UTILITY,Staten_Island,959119,164514,40.6181937,-74.0905227,10301
23236,Approved,UTILITY,Bronx,1036536,236343,40.8152279,-73.8111064,10465
23235,Installed,UTILITY,Bronx,1006158,246298,40.8426791,-73.9208204,10452
23233,Approved,UTILITY,Bronx,1020785,241591,40.8297113,-73.8679814,10472
23197,Proposed,UTILITY,Bronx,1028849,254898,40.866198,-73.8387538,10469
23196,Proposed,UTILITY,Bronx,1028056,243034,40.8336389,-73.8416984,10462
23006,Approved,UTILITY,Queens,1039705,224439,40.7825354,-73.7997561,11357
23005,Proposed,UTILITY,Queens,1039002,191885,40.6931874,-73.8025595,11435
23004,Approved,UTILITY,Queens,1058655,183084,40.6688873,-73.7317867,11422
23003,Proposed,UTILITY,Brooklyn,1020344,185937,40.6769572,-73.8698736,11208
23002,Approved,UTILITY,Brooklyn,1018862,182733,40.6681689,-73.875233,11208
23001,Installed,UTILITY,Bronx,1011284,266057,40.8968973,-73.9022144,10471
23000,Installed,UTILITY,Bronx,1011470,243688,40.8355006,-73.9016324,10456
22999,Installed,UTILITY,Staten_Island,944675,138664,40.5471879,-74.142399,10308
22998,Proposed,UTILITY,Queens,1002241,213614,40.7529793,-73.9350647,11101
22997,Proposed,UTILITY,Queens,1049525,191433,40.6918754,-73.7646172,11412
22996,Proposed,UTILITY,Queens,1045477,197750,40.7092429,-73.7791569,11423
22995,Proposed,UTILITY,Queens,1054461,200229,40.7159804,-73.7467263,11428
22994,Proposed,UTILITY,Brooklyn,1014947,185533,40.6758687,-73.8893328,11207
22993,Proposed,UTILITY,Brooklyn,1020505,188653,40.6844114,-73.8692786,11208
22980,Installed,UTILITY,Staten_Island,939729,156306,40.5955882,-74.1603119,10314
22979,Installed,UTILITY,Bronx,1008528,243562,40.8351634,-73.9122647,10456
22978,Installed,UTILITY,Staten_Island,942786,152003,40.5837922,-74.1492778,10314
22977,Installed,UTILITY,Staten_Island,938969,155479,40.5933144,-74.1630429,10314
22976,Installed,UTILITY,Staten_Island,942864,153865,40.5889034,-74.1490084,10314
22975,Installed,UTILITY,Bronx,1020715,257270,40.8727458,-73.868149,10467
22974,Installed,UTILITY,Staten_Island,946009,166754,40.6242951,-74.137758,10302
22973,Approved,UTILITY,Queens,1029509,195335,40.7027104,-73.8367689,11418
22908,Approved,UTILITY,Queens,1039516,218324,40.7657526,-73.8004889,11358
22907,Proposed,UTILITY,Queens,1017581,211258,40.7464681,-73.8797095,11373
22906,Proposed,UTILITY,Queens,1026114,226836,40.7891894,-73.8488172,11356
22905,Proposed,UTILITY,Queens,1028072,227324,40.7905193,-73.8417431,11356
22904,Proposed,UTILITY,Queens,1056470,186903,40.6793877,-73.7396222,11413
22903,Proposed,UTILITY,Queens,1055363,178410,40.6560853,-73.7437028,11422
22902,Proposed,UTILITY,Queens,1042040,213697,40.7530365,-73.791417,11358
22901,Proposed,UTILITY,Staten_Island,961328,166536,40.6237496,-74.0825727,10304
22900,Proposed,UTILITY,Queens,1055650,184380,40.6724693,-73.7426052,11413
22899,Proposed,UTILITY,Queens,1029944,214171,40.7544083,-73.8350721,11355
22898,Proposed,UTILITY,Queens,1018664,218355,40.7659434,-73.8757646,11369
22897,Proposed,UTILITY,Queens,1048595,158388,40.6011811,-73.768286,11691
22896,Proposed,UTILITY,Queens,1053482,157394,40.598416,-73.7506976,11691
22895,Proposed,UTILITY,Queens,1051648,156947,40.5972032,-73.7573063,11691
22894,Proposed,UTILITY,Queens,1039198,194544,40.7004845,-73.8018311,11433
22893,Proposed,UTILITY,Queens,1021328,208095,40.7377716,-73.8662041,11373
22892,Proposed,UTILITY,Staten_Island,944698,163680,40.6158519,-74.1424626,10314
22891,Proposed,UTILITY,Queens,1046675,217406,40.7631853,-73.7746534,11361
22890,Proposed,UTILITY,Staten_Island,962156,172531,40.6402068,-74.0796096,10301
22889,Proposed,UTILITY,Staten_Island,949065,169309,40.6313207,-74.1267625,10310
22888,Proposed,UTILITY,Staten_Island,956424,168975,40.6304301,-74.1002485,10301
22887,Proposed,UTILITY,Staten_Island,946043,167828,40.6272432,-74.1376416,10302
22886,Proposed,UTILITY,Staten_Island,959047,168033,40.6278524,-74.0907952,10301
22885,Proposed,UTILITY,Staten_Island,948918,165559,40.6210272,-74.1272724,10314
22884,Proposed,UTILITY,Staten_Island,947692,165483,40.6208136,-74.1316883,10314
22883,Proposed,UTILITY,Staten_Island,950674,159886,40.6054628,-74.1209188,10314
22882,Proposed,UTILITY,Staten_Island,957173,150860,40.5807105,-74.0974775,10306
22881,Proposed,UTILITY,Staten_Island,951777,146583,40.5689529,-74.1168826,10306
22880,Proposed,UTILITY,Staten_Island,956882,145130,40.5649819,-74.0985019,10306
22879,Proposed,UTILITY,Staten_Island,953897,145357,40.5655953,-74.1092464,10306
22878,Proposed,UTILITY,Staten_Island,930736,139487,40.5493737,-74.1925608,10312
22877,Proposed,UTILITY,Staten_Island,941465,138130,40.5457073,-74.1539458,10308
22876,Proposed,UTILITY,Staten_Island,942457,137517,40.5440295,-74.1503727,10308
22875,Proposed,UTILITY,Staten_Island,934631,134487,40.5356724,-74.1785087,10312
22874,Proposed,UTILITY,Staten_Island,947716,141710,40.5555616,-74.1314733,10306
22873,Proposed,UTILITY,Queens,1030093,150817,40.5805153,-73.8349651,11694
22856,Approved,UTILITY,Queens,1028523,192449,40.694794,-73.8403439,11418
22855,Approved,UTILITY,Queens,1050451,191549,40.6921869,-73.761277,11412
22853,Installed,UTILITY,Staten_Island,940498,141723,40.5555647,-74.1574485,10308
22833,Installed,UTILITY,Staten_Island,923378,132184,40.529281,-74.2189715,10309
22806,Installed,UTILITY,Staten_Island,930238,135633,40.5387922,-74.194322,10312
22805,Installed,UTILITY,Staten_Island,940430,138605,40.547006,-74.157673,10308
22804,Installed,UTILITY,Staten_Island,960640,173693,40.6433923,-74.0850761,10301
22803,Installed,UTILITY,Staten_Island,961337,168951,40.6303783,-74.0825484,10304
22800,Installed,UTILITY,Bronx,1011245,263967,40.891161,-73.9023638,10471
22799,Proposed,UTILITY,Queens,1053992,191540,40.692135,-73.7485081,11412
22798,Approved,UTILITY,Queens,1014864,193750,40.6984228,-73.8895947,11385
22797,Proposed,UTILITY,Queens,1052407,194746,40.700947,-73.7541912,11412
22796,Proposed,UTILITY,Queens,1055630,194837,40.7011714,-73.7425666,11411
22795,Approved,UTILITY,Bronx,1049395,195094,40.7019249,-73.7650506,11412
22794,Proposed,UTILITY,Queens,997040,209108,40.7406205,-73.9538454,11101
22793,Proposed,UTILITY,Queens,1048281,188695,40.6843693,-73.7691291,11434
22778,Proposed,UTILITY,Bronx,1007610,234224,40.8095357,-73.9156146,10454
22768,Approved,UTILITY,Staten_Island,949010,163903,40.6164822,-74.1269324,10314
22767,Approved,UTILITY,Staten_Island,935197,142798,40.5584876,-74.1765327,10312
22766,Approved,UTILITY,Staten_Island,915092,126256,40.5129491,-74.2487175,10307
22678,Installed,UTILITY,Bronx,1014641,247811,40.8468067,-73.8901544,10457
22677,Approved,UTILITY,Bronx,1020228,258376,40.8757834,-73.869904,10467
22633,Approved,UTILITY,Staten_Island,947426,171310,40.6368064,-74.1326783,10302
22632,Approved,UTILITY,Staten_Island,941257,167180,40.6254426,-74.1548791,10303
22631,Approved,UTILITY,Staten_Island,958802,166730,40.6242752,-74.0916729,10301
22630,Proposed,UTILITY,Staten_Island,944156,164880,40.6191432,-74.144422,10302
22629,Approved,UTILITY,Staten_Island,958006,156546,40.5963199,-74.0945008,10304
22628,Proposed,UTILITY,Staten_Island,923840,136751,40.5418197,-74.2173503,10309
22627,Approved,UTILITY,Staten_Island,953235,147470,40.5713927,-74.1116388,10306
22578,Approved,UTILITY,Bronx,1025398,260349,40.8811761,-73.8511972,10469
22577,Approved,UTILITY,Staten_Island,939627,141221,40.5541824,-74.1605796,10308
22576,Approved,UTILITY,Staten_Island,920497,138397,40.5463142,-74.2293936,10309
22575,Approved,UTILITY,Staten_Island,928871,138697,40.5471939,-74.1992652,10312
22574,Approved,UTILITY,Staten_Island,935506,131277,40.5268664,-74.1753377,10312
22573,Approved,UTILITY,Staten_Island,956583,155727,40.5940676,-74.0996214,10304
22553,Approved,UTILITY,Staten_Island,925832,130376,40.5243349,-74.2101282,10309
22540,Approved,UTILITY,Queens,1034718,197777,40.709385,-73.8179638,11435
22539,Approved,UTILITY,Staten_Island,947954,151510,40.5824617,-74.1306695,10306
22538,Proposed,UTILITY,Bronx,1009794,247822,40.8468522,-73.9076734,10457
22537,Installed,UTILITY,Bronx,1014894,254707,40.8657333,-73.8892084,10458
22536,Installed,UTILITY,Bronx,1019081,258980,40.8774458,-73.8740484,10467
22535,Installed,UTILITY,Bronx,1011327,261496,40.8843786,-73.9020773,10463
22534,Installed,UTILITY,Bronx,1015821,249523,40.8515015,-73.8858813,10457
22533,Approved,UTILITY,Bronx,1011704,250213,40.8534091,-73.9007601,10457
22500,Proposed,UTILITY,Bronx,1024480,247903,40.8470199,-73.8545917,10462
22499,Proposed,UTILITY,Bronx,1027585,252997,40.8609867,-73.843336,10469
22498,Proposed,UTILITY,Bronx,1025198,253548,40.8625104,-73.8519621,10469
22497,Proposed,UTILITY,Bronx,1029359,244674,40.8381336,-73.8369787,10461
22496,Proposed,UTILITY,Bronx,1026733,253474,40.8623,-73.8464131,10469
22494,Proposed,UTILITY,Bronx,1025936,250511,40.8541713,-73.8493129,10461
22492,Proposed,UTILITY,Bronx,1027655,252305,40.859087,-73.8430874,10469
22491,Installed,UTILITY,Staten_Island,927384,134885,40.5367213,-74.2045836,10309
22490,Installed,UTILITY,Staten_Island,943839,154210,40.5898548,-74.1455,10314
22489,Installed,UTILITY,Staten_Island,946894,141184,40.5541145,-74.1344285,10306
22488,Approved,UTILITY,Staten_Island,944478,171220,40.6365466,-74.1432995,10302
22487,Installed,UTILITY,Bronx,1024026,265536,40.895419,-73.856128,10466
22486,Installed,UTILITY,Staten_Island,937948,133914,40.5341175,-74.1665716,10312
22484,Approved,CITY,Queens,999893,213499,40.7526681,-73.9435397,11101
22483,Approved,CITY,Staten_Island,941726,152709,40.585725,-74.1530984,10314
22482,Approved,CITY,Queens,999899,214156,40.7544714,-73.9435165,11101
22481,Proposed,CITY,Queens,1002937,210530,40.744513,-73.9325612,11101
22478,Approved,CITY,Brooklyn,999029,186871,40.6795821,-73.9467166,11216
22477,Proposed,CITY,Brooklyn,986670,193704,40.6983491,-73.9912726,11201
22476,Approved,CITY,Staten_Island,933341,140072,40.5509948,-74.1831916,10312
22475,Approved,CITY,Staten_Island,940284,154596,40.5908974,-74.1583023,10314
22474,Approved,CITY,Staten_Island,946778,140496,40.5522255,-74.1348421,10306
22473,Approved,CITY,Staten_Island,929136,139071,40.5482221,-74.1983147,10312
22472,Approved,CITY,Staten_Island,931727,136946,40.5424051,-74.1889751,10312
22471,Approved,CITY,Staten_Island,932451,135712,40.5390223,-74.1863608,10312
22470,Approved,CITY,Staten_Island,927155,133964,40.5341919,-74.2053997,10309
22469,Approved,CITY,Staten_Island,934270,143332,40.5599481,-74.1798727,10312
22468,Approved,CITY,Staten_Island,935487,142881,40.558717,-74.1754896,10312
